nsbpid,nsbsid,nsinconset,nsgpslat,nsgpslong,nsmalename,nsfemalename,nseggs,nschicks,nsfledglings,nsoffspring,nschickid1,nschickid2,nschickid3,nspredationtype,nsnestnomale,nsnestnofemale,m_bicohort,m_biageclass,f_bicohort,f_biageclass,m_bibandcombo,f_bibandcombo
RapApr,2014/2015,67,-41.30140099,174.745007,Raphael,April,3,2,1,1,BP10112,,,None,2,2,2012/2013,A+,2013/2014,A,RG-YM,YM-RG
RapApr,2015/2016,2,-41.30144097,174.744732,Raphael,April,2,2,1,1,BP11304,BP11305,,None,1,1,2012/2013,A+,2013/2014,A,RG-YM,YM-RG
RavTag,2018/2019,10,-41.29846699,174.747146,Rav,Tag,2,1,1,1,BP17526,,,,1,1,2016/2017,A+,2015/2016,A+,OW-RM,RM-RB
RB-Fit,2014/2015,9,-41.29901902,174.745387,RB-YM,Fitz,2,1,1,1,B100099,,,None,1,1,2011/2012,A+,2012/2013,A+,RB-YM,YPB-YM
RioHav,2021/2022,29,-41.30068,174.74402,Rio,Havana,2,2,0,0,NA,,,None,1,1,2020/2021,P,2020/2021,P,RR-PM,YG-PM
RobRox,2019/2020,52,-41.29765503,174.745899,Robbie,Roxanne,2,0,0,0,,,,None,1,1,2016/2017,FL,2018/2019,FL,RM-PBK,BG-OM
RobRox,2019/2020,76,-41.29742201,174.746252,Robbie,Roxanne,3,1,1,1,BP19445,,,None,2,2,2016/2017,FL,2018/2019,FL,RM-PBK,BG-OM
RobRox,2020/2021,20,-41.29735798,174.746384,Robbie,Roxanne,2,1,1,1,BP19492,,,None,1,1,2016/2017,FL,2018/2019,FL,RM-PBK,BG-OM
RobRox,2020/2021,64,-41.29762201,174.746038,Robbie,Roxanne,2,2,2,2,BP22760,BP22762,,None,2,2,2016/2017,FL,2018/2019,FL,RM-PBK,BG-OM
RobRox,2021/2022,10,-41.29768,174.74596,Robbie,Roxanne,2,1,1,1,BP22834,,,None,1,1,2016/2017,FL,2018/2019,FL,RM-PBK,BG-OM
RobRox,2021/2022,57,-41.29774,174.74615,Robbie,Roxanne,2,2,2,2,BP22866,BP22867,,None,2,2,2016/2017,FL,2018/2019,FL,RM-PBK,BG-OM
RobSco,2018/2019,10,-41.297722,174.746057,Robbie,Scout,3,2,2,2,BP17533,BP17534,,None,1,1,2016/2017,FL,2015/2016,A,RM-PBK,YW-WM
RobSco,2018/2019,70,-41.29746803,174.746254,Robbie,Scout,2,1,1,1,BP19322,,,None,2,2,2016/2017,FL,2015/2016,A,RM-PBK,YW-WM
RobTBC,2022/2023,2,-41.29762,174.74731,Robbie,TBC,2,1,1,0,BP22890,,,None,1,1,2016/2017,FL,2021/2022,A,RM-PBK,GM-OS
RobTBC,2022/2023,45,-41.29759,174.74722,Robbie,TBC,3,1,1,1,BP24514,,,None,2,2,2016/2017,FL,2021/2022,A,RM-PBK,GM-OS
RokTyu,2020/2021,60,-41.30067201,174.742958,Roka,Tyuk,2,2,2,2,BP19415,BP19416,,None,1,1,2019/2020,FL,2019/2020,A,OO-SM,SM-WS
RokTyu,2021/2022,15,-41.3008,174.74306,Roka,Tyuk,2,0,0,0,NA,,,E,1,1,2019/2020,FL,2019/2020,A,OO-SM,SM-WS
RokTyu,2021/2022,36,-41.30064,174.74283,Roka,Tyuk,2,1,1,0,NA,,,None,2,2,2019/2020,FL,2019/2020,A,OO-SM,SM-WS
RokTyu,2021/2022,79,-41.30066,174.7429,Roka,Tyuk,2,2,1,1,BP22877,,,None,3,3,2019/2020,FL,2019/2020,A,OO-SM,SM-WS
RoyHol,2019/2020,53,-41.29635299,174.746999,Roy,Holly,3,1,1,0,BP19391,,,None,2,2,2011/2012,A+,2016/2017,A,KM-OO,KM-YY
SalPep,2016/2017,27,-41.30078601,174.742541,Salt,Pepper,2,2,2,2,BP13867,BP13869,,None,1,1,2015/2016,A,2015/2016,FL,WY-PBM,PBM-WY
SalPep,2017/2018,20,-41.300885,174.742444,Salt,Pepper,2,2,1,1,BP17414,,,None,1,1,2015/2016,A,2015/2016,FL,WY-PBM,PBM-WY
ScoDap,2014/2015,31,-41.30046699,174.745263,Scooby,Daphne,2,0,0,0,,,,None,1,1,2012/2013,A,2012/2013,A,YR-YM,YG-YM
ScoDap,2014/2015,59,-41.30057,174.74504,Scooby,Daphne,2,0,0,0,,,,None,2,2,2012/2013,A,2012/2013,A,YR-YM,YG-YM
ScoDap,2014/2015,97,-41.300238,174.74528,Scooby,Daphne,2,2,2,2,BP10131,BP10132,,None,3,3,2012/2013,A,2012/2013,A,YR-YM,YG-YM
ScoDap,2015/2016,39,-41.30042802,174.74544,Scooby,Daphne,2,2,2,1,BP10143,BP10144,,None,1,1,2012/2013,A,2012/2013,A,YR-YM,YG-YM
ScoDap,2016/2017,14,-41.30038703,174.745789,Scooby,Daphne,2,0,0,0,,,,None,1,1,2012/2013,A,2012/2013,A,YR-YM,YG-YM
ScoDap,2016/2017,51,-41.30017304,174.745644,Scooby,Daphne,2,0,0,0,,,,None,2,2,2012/2013,A,2012/2013,A,YR-YM,YG-YM
ScoDol,2020/2021,52,-41.30037798,174.74531,Scotty,Dolores,2,1,1,1,BP22749,,,None,2,2,2019/2020,P,2019/2020,FL,WG-SM,SM-OR
ScoDol,2021/2022,11,-41.30042,174.7451,Scotty,Dolores,2,1,1,0,NA,,,None,1,1,2019/2020,P,2019/2020,FL,WG-SM,SM-OR
ScoDol,2021/2022,57,-41.30061,174.74483,Scotty,Dolores,3,2,2,2,BP22836,BP22837,,None,2,2,2019/2020,P,2019/2020,FL,WG-SM,SM-OR
ScoNov,2022/2023,45,-41.30013,174.74596,Scooby,Nova,2,0,0,0,,,,None,1,1,2012/2013,A,2021/2022,P,YR-YM,GM-OB
ScoNov,2022/2023,74,-41.30048,174.74617,Scooby,Nova,3,2,2,2,BP24537,BP24538,,None,2,2,2012/2013,A,2021/2022,P,YR-YM,GM-OB
ScoSun,2017/2018,37,-41.30032601,174.745752,Scooby,Sunny,2,2,2,2,BP11395,BP11396,,None,1,1,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2018/2019,11,-41.29999802,174.745579,Scooby,Sunny,2,2,2,2,BP17527,BP17528,,None,1,1,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2018/2019,67,-41.300368,174.745847,Scooby,Sunny,2,2,1,1,BP19314,,,None,2,2,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2019/2020,19,-41.30020103,174.74573,Scooby,Sunny,2,1,1,1,BP19359,,,None,1,1,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2019/2020,84,-41.30027404,174.745493,Scooby,Sunny,3,0,0,0,,,,E,2,2,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2020/2021,16,-41.30042902,174.745846,Scooby,Sunny,2,2,2,2,BP19486,BP19487,,None,1,1,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2020/2021,73,-41.300239,174.745884,Scooby,Sunny,2,2,2,2,BP22735,BP22736,,None,2,2,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScoSun,2021/2022,8,-41.30009,174.74564,Scooby,Sunny,2,2,0,0,NA,,,None,1,1,2012/2013,A,2016/2017,P,YR-YM,RM-YY
ScrDai,2022/2023,44,-41.3003,174.746,Scrappy,Daisy,2,2,2,2,BP24510,BP24511,,None,1,1,2020/2021,A,2021/2022,A,PM-YB,GY-GM
ScrHav,2021/2022,79,-41.30024,174.74593,Scrappy,Havana,3,3,3,3,BP22880,BP22881,BP22883,None,1,2,2020/2021,A,2020/2021,P,PM-YB,YG-PM
ShaKin,2015/2016,51,-41.300541,174.744222,Shadow,Kina,2,2,1,1,BP13808,,,None,1,1,2012/2013,A+,2014/2015,FL,FPY-YM,RPB-GM
ShaOmb,2014/2015,29,-41.30109999,174.744372,Shadow,Ombra,2,0,0,0,,,,E,1,1,2012/2013,A+,2007/2008,U,FPY-YM,OW-OM
ShaOmb,2014/2015,42,-41.30083202,174.744195,Shadow,Ombra,2,2,0,0,BP10167,BP10168,,C,2,2,2012/2013,A+,2007/2008,U,FPY-YM,OW-OM
ShaOmb,2014/2015,85,-41.30053304,174.744144,Shadow,Ombra,2,2,2,2,BP10141,BP10139,,None,3,3,2012/2013,A+,2007/2008,U,FPY-YM,OW-OM
ShaTai,2016/2017,28,-41.30070504,174.744048,Shadow,Tails,2,1,1,1,BP13847,,,None,1,1,2012/2013,A+,2015/2016,A,FPY-YM,xx-PBM
ShaTai,2016/2017,80,-41.300742,174.744261,Shadow,Tails,3,3,3,2,BP13884,BP13886,BP13885,None,2,2,2012/2013,A+,2015/2016,A,FPY-YM,xx-PBM
ShaTai,2017/2018,23,-41.30079397,174.744568,Shadow,Tails,2,2,2,1,BP11383,BP11384,,None,1,1,2012/2013,A+,2015/2016,A,FPY-YM,xx-PBM
ShrPep,2018/2019,14,-41.30080696,174.742316,Shredder,Pepper,2,2,2,2,BP17535,BP17536,,None,1,1,2016/2017,P,2015/2016,FL,WW-RM,PBM-WY
ShrPep,2019/2020,15,-41.30121298,174.742473,Shredder,Pepper,2,2,2,2,BP19407,BP19408,,None,1,1,2016/2017,P,2015/2016,FL,WW-RM,PBM-WY
SkePat,2021/2022,36,-41.30015,174.74667,Skeet,Patti,3,0,0,0,NA,,,None,1,1,2013/2014,J,2020/2021,P,WG-YM,RW-PM
SkePat,2021/2022,69,-41.30038,174.74638,Skeet,Patti,2,1,1,1,BP22843,,,None,2,2,2013/2014,J,2020/2021,P,WG-YM,RW-PM
SmeLuc,2021/2022,72,-41.29902,174.74658,Smeagol,Lucy,3,2,2,2,BP22854,BP22855,,None,1,2,2020/2021,FL,2019/2020,A,BW-PM,BY-PM
SmeNem,2022/2023,1,-41.29897,174.74663,Smeagol,Nemo,2,2,2,1,BP24506,,,None,1,1,2020/2021,FL,2020/2021,P,BW-PM,PM-BG
SmeNem,2022/2023,53,-41.299,174.74623,Smeagol,Nemo,3,2,2,1,BP24523,BP24524,,None,2,2,2020/2021,FL,2020/2021,P,BW-PM,PM-BG
SonRox,2022/2023,-4,-41.29758,174.74617,Sonny,Roxanne,2,0,0,0,,,,E,1,1,2021/2022,FL,2018/2019,FL,GM-GO,BG-OM
SonRox,2022/2023,23,-41.29749,174.74634,Sonny,Roxanne,3,2,2,2,BP22897,BP22898,,None,2,2,2021/2022,FL,2018/2019,FL,GM-GO,BG-OM
SonRox,2022/2023,73,-41.29741,174.74631,Sonny,Roxanne,2,2,2,2,BP24566,BP24569,,None,3,3,2021/2022,FL,2018/2019,FL,GM-GO,BG-OM
SpaBen,2016/2017,10,-41.29794102,174.746783,Spark,Bendy leg,2,2,0,0,,,,C,1,1,2014/2015,P,UNKNOWN,,GPB-GM,UNKNOWN
SpaCer,2018/2019,6,-41.29775,174.746673,Spark,Cersei,2,0,0,0,,,,None,1,1,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2018/2019,19,-41.29796198,174.746556,Spark,Cersei,2,2,2,2,UB00004,BP17600,,None,2,2,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2019/2020,10,-41.29764204,174.746713,Spark,Cersei,2,1,0,0,,,,C,1,1,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2019/2020,45,-41.29746904,174.74659,Spark,Cersei,3,2,2,2,BP19378,BP19379,,None,2,2,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2020/2021,32,-41.29796701,174.746816,Spark,Cersei,3,3,3,3,BP22714,BP22713,BP22712,None,2,2,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2021/2022,8,-41.29782,174.74667,Spark,Cersei,2,1,1,0,BP19425,,,None,1,1,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2021/2022,62,-41.29791,174.74686,Spark,Cersei,3,0,0,0,NA,,,E,2,2,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2021/2022,76,-41.29789,174.74681,Spark,Cersei,2,2,2,2,BP22876,BP22878,,None,3,3,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2022/2023,26,-41.29806,174.74672,Spark,Cersei,3,0,0,0,,,,E,1,1,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2022/2023,45,-41.29784,174.74673,Spark,Cersei,3,1,1,1,BP24516,,,None,2,2,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaCer,2022/2023,99,-41.29811,174.7469,Spark,Cersei,2,1,1,1,BP24572,,,None,3,3,2014/2015,P,2014/2015,P,GPB-GM,GM-YR
SpaMac,2017/2018,21,-41.29780004,174.746636,Spark,Mac,1,0,0,0,,,,None,1,1,2014/2015,P,2006/2007,A,GPB-GM,OM-YW
SpaMac,2017/2018,49,-41.29779,174.74687,Spark,Mac,2,0,0,0,,,,None,2,2,2014/2015,P,2006/2007,A,GPB-GM,OM-YW
SteDol,2022/2023,23,-41.3003,174.74493,Steven,Dolores,2,2,0,0,,,,None,1,1,2021/2022,P,2019/2020,FL,GM-RK,SM-OR
TegSar,2019/2020,50,-41.29929897,174.74533,Tegan,Sara,2,0,0,0,,,,E,1,1,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2020/2021,17,-41.29929001,174.745358,Tegan,Sara,2,0,0,0,NA,,,E,1,1,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2020/2021,35,-41.29952302,174.744968,Tegan,Sara,2,1,1,1,BP22722,,,None,2,2,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2020/2021,97,-41.29951104,174.745149,Tegan,Sara,3,3,3,2,BP22775,BP22774,,None,3,3,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2021/2022,10,-41.29926,174.74542,Tegan,Sara,2,0,0,0,NA,,,None,1,1,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2021/2022,35,-41.2996,174.74484,Tegan,Sara,2,0,0,0,,,,E,2,2,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2021/2022,46,-41.29955,174.74518,Tegan,Sara,3,3,3,3,BP22828,BP22829,BP22831,None,3,3,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2022/2023,11,-41.29906,174.74513,Tegan,Sara,2,1,1,0,,,,None,1,1,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TegSar,2022/2023,65,-41.29959,174.74507,Tegan,Sara,3,3,3,3,BP24531,BP24532,BP24533,None,2,2,2017/2018,A,2018/2019,P,BM-RB,RO-BM
TesCur,2014/2015,25,-41.29735697,174.746502,Tesla,Curie,2,2,2,2,BP10153,BP10152,,None,1,1,2012/2013,A+,2012/2013,A+,GG-YM,YM-GG
TesWif,2015/2016,18,-41.29712898,174.746854,Tesla,Wiffen,2,1,1,1,BP11315,,,None,1,1,2012/2013,A+,2013/2014,A,GG-YM,YM-GB
TesWif,2015/2016,79,-41.297002,174.745988,Tesla,Wiffen,2,1,1,1,BP13817,,,None,2,2,2012/2013,A+,2013/2014,A,GG-YM,YM-GB
TesWif,2016/2017,62,-41.29712102,174.74686,Tesla,Wiffen,2,0,0,0,,,,None,2,2,2012/2013,A+,2013/2014,A,GG-YM,YM-GB
TesWif,2016/2017,87,-41.29693997,174.746021,Tesla,Wiffen,2,2,0,0,,,,C,3,3,2012/2013,A+,2013/2014,A,GG-YM,YM-GB
TroQue,2016/2017,21,-41.301001,174.745808,Trouble,Queen,2,2,1,1,BP13836,BP13837,,None,1,1,2014/2015,FL,2012/2013,A+,GM-RW,YM-RFP
TroTay,2015/2016,32,-41.30081601,174.746271,Trouble,Taylor,2,2,2,1,BP11321,BP11322,,None,1,1,2014/2015,FL,2014/2015,P,GM-RW,YPB-GM
TuiApr,2016/2017,63,-41.30134701,174.745033,Tui,April,2,2,2,2,BP13890,BP13894,,None,1,2,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiApr,2017/2018,7,-41.30134701,174.745112,Tui,April,2,2,2,2,BP11363,BP11364,,None,1,1,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiApr,2018/2019,0,-41.30133997,174.745019,Tui,April,2,2,0,0,,,,C,1,1,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiApr,2018/2019,40,-41.30141499,174.744839,Tui,April,2,2,2,2,BP17566,BP17567,,None,2,2,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiApr,2019/2020,10,-41.301489,174.745127,Tui,April,2,2,2,2,BP19351,BP19352,,None,1,1,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiApr,2019/2020,65,-41.30132002,174.745053,Tui,April,3,0,0,0,,,,E,2,2,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiApr,2019/2020,91,-41.30103503,174.745143,Tui,April,2,2,1,1,BP19464,,,None,3,3,2015/2016,P,2013/2014,A,PBM-FPG,YM-RG
TuiFlo,2020/2021,19,-41.300943,174.745157,Tui,Florence,2,2,2,2,BP19495,BP19496,,None,1,1,2015/2016,P,2015/2016,A,PBM-FPG,PBM-PBB
TuiFlo,2020/2021,102,-41.30110997,174.745614,Tui,Florence,2,2,1,1,BP22776,,,None,2,3,2015/2016,P,2015/2016,A,PBM-FPG,PBM-PBB
TuiFlo,2021/2022,3,-41.3015,174.74554,Tui,Florence,2,2,0,0,NA,,,None,1,1,2015/2016,P,2015/2016,A,PBM-FPG,PBM-PBB
TuiFlo,2021/2022,36,-41.30103,174.74529,Tui,Florence,2,2,2,1,BP22797,BP22798,,None,2,2,2015/2016,P,2015/2016,A,PBM-FPG,PBM-PBB
TuiFlo,2021/2022,79,-41.30111,174.74536,Tui,Florence,2,2,2,2,BP22859,BP22860,,None,3,3,2015/2016,P,2015/2016,A,PBM-FPG,PBM-PBB
VegBul,2019/2020,21,-41.30117803,174.743929,Vegeta,Bulma,2,2,2,1,BP19363,BP19364,,None,1,1,2017/2018,P,2018/2019,P,OR-PGM,RY-OM
VegBul,2019/2020,78,-41.30102598,174.743886,Vegeta,Bulma,2,2,2,1,BP19451,BP19452,,None,2,2,2017/2018,P,2018/2019,P,OR-PGM,RY-OM
VegBul,2020/2021,14,-41.301303,174.743781,Vegeta,Bulma,2,0,0,0,NA,,,E,1,1,2017/2018,P,2018/2019,P,OR-PGM,RY-OM
VegBul,2020/2021,32,-41.30142697,174.743929,Vegeta,Bulma,3,3,3,3,BP22719,BP22718,BP22717,None,2,2,2017/2018,P,2018/2019,P,OR-PGM,RY-OM
VinFri,2021/2022,15,-41.3019,174.74242,Vince,Frida,2,0,0,0,NA,,,E,1,1,2016/2017,A+,2020/2021,A,RY-RM,PM-WY
VinFri,2021/2022,38,-41.30206,174.74234,Vince,Frida,3,3,2,2,BP22799,BP22800,,None,2,2,2016/2017,A+,2020/2021,A,RY-RM,PM-WY
VinFri,2021/2022,103,-41.30192,174.7424,Vince,Frida,2,1,1,0,,,,None,3,3,2016/2017,A+,2020/2021,A,RY-RM,PM-WY
VinFri,2022/2023,11,-41.30198,174.74255,Vince,Frida,2,2,2,2,BP24507,BP24508,,None,1,1,2016/2017,A+,2020/2021,A,RY-RM,PM-WY
VinFri,2022/2023,58,-41.30197,174.74281,Vince,Frida,2,2,1,1,BP24560,,,None,2,2,2016/2017,A+,2020/2021,A,RY-RM,PM-WY
VinFri,2022/2023,100,-41.30178,174.74272,Vince,Frida,2,2,2,0,BP24562,BP24561,,None,3,3,2016/2017,A+,2020/2021,A,RY-RM,PM-WY
VinMon,2018/2019,24,-41.30147198,174.743069,Vince,Mona,2,1,1,0,BP17546,,,None,1,1,2016/2017,A+,2015/2016,A,RY-RM,PBM-RB
VinMon,2018/2019,76,-41.30147198,174.743069,Vince,Mona,2,0,0,0,,,,None,2,2,2016/2017,A+,2015/2016,A,RY-RM,PBM-RB
VinMon,2019/2020,23,-41.30173299,174.743275,Vince,Mona,2,1,1,1,BP19362,,,None,1,1,2016/2017,A+,2015/2016,A,RY-RM,PBM-RB
VinMon,2019/2020,75,-41.30166996,174.743347,Vince,Mona,2,2,2,2,BP19472,BP19471,,None,2,2,2016/2017,A+,2015/2016,A,RY-RM,PBM-RB
VinMon,2020/2021,24,-41.30175898,174.743315,Vince,Mona,2,0,0,0,NA,,,E,1,1,2016/2017,A+,2015/2016,A,RY-RM,PBM-RB
VinMon,2020/2021,42,-41.30189502,174.743093,Vince,Mona,2,2,2,2,BP22723,BP22724,,None,2,2,2016/2017,A+,2015/2016,A,RY-RM,PBM-RB
WinVio,2021/2022,31,0,0,Winston,Violet,2,0,0,0,NA,,,None,1,1,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WinVio,2021/2022,46,-41.30151,174.74309,Winston,Violet,3,0,0,0,NA,,,E,2,2,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WinVio,2021/2022,72,-41.30127,174.74303,Winston,Violet,2,0,0,0,NA,,,E,3,3,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WinVio,2022/2023,9,-41.3012,174.74304,Winston,Violet,3,3,0,0,,,,C,1,1,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WinVio,2022/2023,39,-41.30135,174.74329,Winston,Violet,3,0,0,0,,,,None,2,2,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WinVio,2022/2023,66,-41.3013,174.74324,Winston,Violet,3,0,0,0,,,,E,3,3,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WinVio,2022/2023,74,-41.30098,174.74318,Winston,Violet,3,3,2,1,BP24541,BP24542,,None,4,4,2020/2021,P,2020/2021,A,WW-PM,GM-PP
WooHil,2014/2015,10,-41.29820304,174.745491,Woodrow,Hillary,2,2,2,2,B100100,BP10101,,None,1,1,2007/2008,U,2005/2006,A,RM-OB,OM-RO
WooInn,2016/2017,11,-41.29805602,174.745002,Woodrow,Innamed,2,2,2,2,BP13833,BP13834,,None,1,1,2007/2008,U,2015/2016,A,RM-OB,PBM-GY
WooInn,2017/2018,22,-41.29813598,174.745434,Woodrow,Innamed,2,0,0,0,,,,None,1,1,2007/2008,U,2015/2016,A,RM-OB,PBM-GY
WooInn,2017/2018,48,-41.29814101,174.745477,Woodrow,Innamed,3,2,2,1,BP17406,BP17407,,None,2,2,2007/2008,U,2015/2016,A,RM-OB,PBM-GY
YM-YY-,2014/2015,36,-41.301605,174.742865,YM-BG,YY-YM,2,2,0,0,,,,C,1,1,2012/2013,A,2011/2012,A+,YM-BG,YY-YM
YM-YY-,2014/2015,69,-41.30146,174.743024,YM-BG,YY-YM,2,0,0,0,,,,None,2,2,2012/2013,A,2011/2012,A+,YM-BG,YY-YM